,Mean Absolute Error,Mean Squared Error,R2 score,Spearman,Pearson,Kendall-Tau
0,0.6326898368201451,0.4128627700980283,-30.79546427942831,"SignificanceResult(statistic=0.19483599679434838, pvalue=8.913466374155305e-14)","PearsonRResult(statistic=0.18316876463253481, pvalue=2.5300129696611337e-12)","SignificanceResult(statistic=0.1297859724206788, pvalue=1.8139730874613574e-13)"
